Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1197223","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","3","ESS - RESEARCH","05/17/17 14:41:24","","","IN PROGRESS","Report ID:  - Create New Report / Analytics Service","Triage:  - Create New Report / Analytics Service - Kronos staffing report
Note: Routing to TSG Intake Triage for Kronos data reporting (Doug 05/18/2017)

Description:
Kronos report that would show number of people scheduled by day/hour/cost center. If cost center is not available, an extract by employee with badge number will also work and I can match up against Lawson data to determine the cost center. Would also be helpful to know if I can run this report myself from Kronos. I am not familiar with reports on the scheduler side. I have already checked with HRIS and Payroll and neither know how to run this type of report. Contacted Amber Mitchell in TSG and she directed me submit request.

Business Need:
Email forwarded to me 5/16/17: ""Marketing & Communication is exploring the feasibility of snack rounding on the units during the day as part of Carilion Collaboratives.  Who might be able to estimate the number of employees at RMH and Rehab (all areas, not just nursing) on shift on any given weekday?
 Thanks,
 Christie Baskette""

Impact: 1-ENTERPRISE / HOSPITAL

Requested By Date: 05/26/17 00:00:00

Deadline Driver:
No date given at this time

Approval:
Marketing & Communications / Carilion Collaboratives 5/16/17","JLLANE","","","NO","CMCAMPBELL1","0","","KRONOS TIMEKEEPER","APPLICATION SERVICES",""
"C1197263","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/17/17 15:57:30","","","NOT STARTED","AEAC: 27.6   I have designed a data collection tool in access that produces reports in excel.  I would like to have this procedure built in EPIC  so the clinical trainers working at Carilion Wellness Chronic Conditions and Exercise department will be able","I have designed a data collection tool in access that produces reports in excel.  I would like to have this procedure built in EPIC  so the clinical trainers working at Carilion Wellness Chronic Conditions and Exercise department will be able to enter in patient pre/post functional testing results + run various reports.","KLANDERSON1","","","NO","","0","","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1197320","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","3","ESS - REQUEST FOR CHANGE","05/18/17 08:00:01","","","NOT STARTED","I have had a request to add the Bootstrapping Module to our version of SPSS. Bootstrapping is used to assess the stability of statistical models and is an essential component of advanced statistical modeling. Several Jefferson College faculty will be able","Software or Application: SPSS STATISTICS

Requested By Date: 06/02/17 00:00:00

Description:
I have had a request to add the Bootstrapping Module to our version of SPSS. Bootstrapping is used to assess the stability of statistical models and is an essential component of advanced statistical modeling. Several Jefferson College faculty will be able to enhance their research through this module, and the soon-to-be doctoral students in Health Sciences are likely to find it valuable. Details about the module can be found at https://www.ibm.com/us-en/marketplace/spss-bootstrapping.","FCDANE","","","NO","","0","","SPSS STATISTICS","APPLICATION SERVICES",""
"C1197337","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/18/17 09:05:32","","","NOT STARTED","AEAC: 31.5  I was talking with Dr. Aziz (Medical Director over PFT Lab) this morning and he would like to make some adjustments to the PFT results in EPIC that cross over from Medgraphics and present as discrete data. There are numerous values that were s","I was talking with Dr. Aziz (Medical Director over PFT Lab) this morning and he would like to make some adjustments to the PFT results in EPIC that cross over from Medgraphics and present as discrete data. There are numerous values that were selected to show up in EPIC in the beginning of the interface but as we have been using the system now for a few months now we are finding that having so many values is overwhelming for physicians and causing much confusion resulting in many  phone calls to the pulmonogists. Please let me know if this is something we are able to make adjustments to and if so how we need to go about getting the changes implemented. Also, if you all are not the correct people for this request can you point me in the right direction of who I would need to contact?
Thank you!


Kathryn Pignatella, RRT, RPFT, AE-C
Clinical Team Lead 
Pulmonary Function Lab
Carilion Clinic
Office (540)-981-8018

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
It will be easier for the physicians to see the results more proficiently then having to look through so many value fields to find what they want.  I will attach a copy of the order they would like to see the results.","SNATKINSON","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1197352","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/18/17 09:18:05","","","NOT STARTED","IT:  Patient Advocacy rquesting new event type - this would end up being an entire project approx 3(?) months to complete and to involve RK support hours (Carilion has no access to update the portal)","
Software or Application: SAFEWATCH

Requested By Date: 05/19/17 00:00:00

Description: 
Patient Advocacy rquesting new event type - this would end up being an entire project approx 3(?) months to complete and to involve RK support hours (Carilion has no access to update the portal)
note:""needs project to implement: meetings, field level security, page layouts per security profile, (after RK's portal build)
This would involve current RK support hours since involves portal.""
loe-40","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197358","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/18/17 09:23:12","","","NOT STARTED","IT:  Doesn't want to go through patient chart for the correct CSN number since patient can have multiple CSNs for one visit","
Software or Application: SAFEWATCH

Requested By Date: 05/19/17 00:00:00

Description: 
Doesn't want to go through patient chart for the correct CSN number since patient can have multiple CSNs for one visit
note:""Process change and involves updating lookup fields to EPIC
EPIC is not set up that way - we are getting exact feed out of EPIC and nothing we can do about it
I could change patient look up box to have different headers
Shouldn’t be searching in RK in general for patient info - privacy and security concern - can look up patient info without it being reported""
loe-4","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197360","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/18/17 09:24:13","","","NOT STARTED","IT:  ""Double categories - i.e.  Retained item and defective device.","
Software or Application: SAFEWATCH

Requested By Date: 05/19/17 00:00:00

Description: 
""Double categories - i.e.  Retained item and defective device.
Current process is to report two events since these are two event types - """"They dont have time to put in additional events""""""
note:need approval 
lloe-4 hr","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197439","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/18/17 11:55:14","","","NOT STARTED","HIGH  - IEAC:  39.1 Assign the Brief OP Note to an alternate Note type to ensure that both a brief OP Note and a full Op Note have been entered.  Providers may enter a brief OP Note post op to get patient up to the IP/ASU units timely. They are required","HIGH - IEAC: 39.1 Assign the Brief OP Note to an alternate Note type to ensure that both a brief OP Note and a full Op Note have been entered.  Providers may enter a brief OP Note post op to get patient up to the IP/ASU units timely. They are required to follow that with a Full OP Note that includes detail of the procedure (required to code the procedure). HIM flags a deficiency to alert providers of missing OP Note. However, this process is not working to alert providers because the Brief OP Note is categorized as a note type of “OP Note” the Deficiency doesn’t flag as it sees the Brief OP note as meeting requirements for OP Note.

Recent audit of cases with Missing OP notes showed the majority had a Brief OP Note but failed to follow up with the full OP Note; or thought the brief OP Note was sufficient.

Requested by Patty Steinbach, HB Coding Director.  BRD attached.

Epic application module to be optimized: Billing (Hospital)

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value:
Ability to code surgical procedures timely without additional coding queries.","CSBROWN","","","NO","","0","","EPIC HOSPITAL BILLING","APPLICATION SERVICES",""
"C1197753","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","4","RFC - IMPLEMENTATION","05/19/17 11:52:42","09/29/17 00:00:00","","PENDING CUSTOMER","Lawson to Mercer IPAS pension and Wells Fargo - foreign addresses","Lawson to Mercer IPAS pension - foreign addresses

The transmission files from Lawson sent to Mercer and Wells Fargo need to be changed to use the supplemental address instead of home address if the Country field is not blank and not the US.  Discussed with David Frank.

Additional Data:
Affected Service: Lawson

Impact: 4 - One person
User Name: dnmoulin
Application: Lawson","DNMOULIN","24","","NO","DBFRANK","0","3 - MEDIUM","LAWSON ","APPLICATION SERVICES",""
"C1197755","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/19/17 11:56:03","","","NOT STARTED"," AEAC:  25  have the link to open the images placed in the results section of our and basket with the radiology report","Hi Marcus, since our conference call was canceled today, I wanted to go ahead and ask you a question about epic.
When we look at radiology results in our in basket, if we want to look at the actual images we have to go into the patient's chart.  Is there a way to have the link to open the images placed in the results section of our and basket with the radiology report?
Thanks, Mattie

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
increase efficiency","MLSPEAKER","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
